"","samples","raw_seqs","prefiltered_seqs","adaptorremoved_seqs","primerremoved_seqs","padlinkerremoved_seqs","fractionOfRawDataInFinal_seqs"
"287","Sem_EA_Rh_08_R1.fastq.gz",52241,50790,50790,50790,50790,0.972224880840719
"288","Sem_EA_Rh_08_R2.fastq.gz",52241,50790,50790,50790,50790,0.972224880840719
"289","Sem_EA_Rh_09_R1.fastq.gz",77688,74701,74701,74701,74701,0.961551333539285
"290","Sem_EA_Rh_09_R2.fastq.gz",77688,74701,74701,74701,74701,0.961551333539285
"291","Sem_EA_Rh_10_R1.fastq.gz",78587,75431,75431,75431,75431,0.959840686118569
"292","Sem_EA_Rh_10_R2.fastq.gz",78587,75431,75431,75431,75431,0.959840686118569
"293","Sem_EA_Ro_01_R1.fastq.gz",80780,78315,78315,78315,78315,0.969485021044813
"294","Sem_EA_Ro_01_R2.fastq.gz",80780,78315,78315,78315,78315,0.969485021044813
"295","Sem_EA_Ro_02_R1.fastq.gz",68776,66537,66537,66537,66537,0.967445038967082
"296","Sem_EA_Ro_02_R2.fastq.gz",68776,66537,66537,66537,66537,0.967445038967082
"297","Sem_EA_Ro_03_R1.fastq.gz",78051,76075,76075,76075,76075,0.974683219945933
"298","Sem_EA_Ro_03_R2.fastq.gz",78051,76075,76075,76075,76075,0.974683219945933
"299","Sem_EA_Ro_04_R1.fastq.gz",72506,70680,70680,70680,70680,0.974815877306706
"300","Sem_EA_Ro_04_R2.fastq.gz",72506,70680,70680,70680,70680,0.974815877306706
"301","Sem_EA_Ro_05_R1.fastq.gz",73915,71835,71835,71833,71833,0.971832510315903
"302","Sem_EA_Ro_05_R2.fastq.gz",73915,71835,71835,71833,71833,0.971832510315903
"303","Sem_EA_Ro_06_R1.fastq.gz",99952,95976,95976,95976,95976,0.960220906034897
"304","Sem_EA_Ro_06_R2.fastq.gz",99952,95976,95976,95976,95976,0.960220906034897
"305","Sent_EA_Le_01_R1.fastq.gz",46556,45512,45512,45512,45512,0.977575393075006
"306","Sent_EA_Le_01_R2.fastq.gz",46556,45512,45512,45512,45512,0.977575393075006
"307","Sent_EA_Le_02_R1.fastq.gz",57899,56316,56316,56316,56316,0.972659285998031
"308","Sent_EA_Le_02_R2.fastq.gz",57899,56316,56316,56316,56316,0.972659285998031
"309","Sent_EA_Le_03_R1.fastq.gz",53442,52006,52006,52006,52006,0.973129748138168
"310","Sent_EA_Le_03_R2.fastq.gz",53442,52006,52006,52006,52006,0.973129748138168
"311","Sent_EA_Le_04_R1.fastq.gz",63412,60828,60828,60828,60828,0.959250615025547
"312","Sent_EA_Le_04_R2.fastq.gz",63412,60828,60828,60828,60828,0.959250615025547
"313","Sent_EA_Le_05_R1.fastq.gz",50529,49470,49470,49470,49470,0.979041738407647
"314","Sent_EA_Le_05_R2.fastq.gz",50529,49470,49470,49470,49470,0.979041738407647
"315","Sent_EA_Le_06_R1.fastq.gz",50627,48758,48758,48758,48758,0.963082939933237
"316","Sent_EA_Le_06_R2.fastq.gz",50627,48758,48758,48758,48758,0.963082939933237
"317","Sent_EA_Le_07_R1.fastq.gz",72088,69345,69345,69345,69345,0.96194928420819
"318","Sent_EA_Le_07_R2.fastq.gz",72088,69345,69345,69345,69345,0.96194928420819
"319","Sent_EA_Le_08_R1.fastq.gz",46025,44897,44897,44897,44897,0.975491580662683
"320","Sent_EA_Le_08_R2.fastq.gz",46025,44897,44897,44897,44897,0.975491580662683
"321","Sent_EA_Le_09_R1.fastq.gz",52641,50158,50158,50158,50158,0.952831443171672
"322","Sent_EA_Le_09_R2.fastq.gz",52641,50158,50158,50158,50158,0.952831443171672
"323","Sent_EA_Le_10_R1.fastq.gz",52212,50041,50041,50041,50041,0.958419520416762
"324","Sent_EA_Le_10_R2.fastq.gz",52212,50041,50041,50041,50041,0.958419520416762
"325","Sent_EA_Rh_01_R1.fastq.gz",50192,49291,49291,49282,49282,0.981869620656678
"326","Sent_EA_Rh_01_R2.fastq.gz",50192,49291,49291,49282,49282,0.981869620656678
"327","Sent_EA_Rh_02_R1.fastq.gz",59731,57430,57430,57430,57430,0.961477289849492
"328","Sent_EA_Rh_02_R2.fastq.gz",59731,57430,57430,57430,57430,0.961477289849492
"329","Sent_EA_Rh_03_R1.fastq.gz",62370,60116,60116,60116,60116,0.963860830527497
"330","Sent_EA_Rh_03_R2.fastq.gz",62370,60116,60116,60116,60116,0.963860830527497
"331","Sent_EA_Rh_04_R1.fastq.gz",70807,67863,67863,67863,67863,0.958422189896479
"332","Sent_EA_Rh_04_R2.fastq.gz",70807,67863,67863,67863,67863,0.958422189896479
"333","Sent_EA_Rh_05_R1.fastq.gz",63237,60880,60880,60875,60875,0.962648449483688
"334","Sent_EA_Rh_05_R2.fastq.gz",63237,60880,60880,60875,60875,0.962648449483688
"335","Sent_EA_Rh_06_R1.fastq.gz",42701,41773,41773,41773,41773,0.978267487880846
"336","Sent_EA_Rh_06_R2.fastq.gz",42701,41773,41773,41773,41773,0.978267487880846
"337","Sent_EA_Rh_07_R1.fastq.gz",55435,53288,53288,53288,53288,0.961269955804095
"338","Sent_EA_Rh_07_R2.fastq.gz",55435,53288,53288,53288,53288,0.961269955804095
"339","Sent_EA_Rh_08_R1.fastq.gz",55909,54401,54401,54401,54401,0.973027598418859
"340","Sent_EA_Rh_08_R2.fastq.gz",55909,54401,54401,54401,54401,0.973027598418859
"341","Sent_EA_Rh_09_R1.fastq.gz",83901,80520,80520,80520,80520,0.959702506525548
"342","Sent_EA_Rh_09_R2.fastq.gz",83901,80520,80520,80520,80520,0.959702506525548
"343","Sent_EA_Rh_10_R1.fastq.gz",79756,76255,76255,76255,76255,0.956103616028888
"344","Sent_EA_Rh_10_R2.fastq.gz",79756,76255,76255,76255,76255,0.956103616028888
"345","Sent_EA_Ro_01_R1.fastq.gz",71910,70234,70234,70234,70234,0.976693088582951
"346","Sent_EA_Ro_01_R2.fastq.gz",71910,70234,70234,70234,70234,0.976693088582951
"347","Sent_EA_Ro_02_R1.fastq.gz",69669,66958,66958,66956,66956,0.961058720521322
"348","Sent_EA_Ro_02_R2.fastq.gz",69669,66958,66958,66956,66956,0.961058720521322
"349","Sent_EA_Ro_03_R1.fastq.gz",45412,43921,43921,43921,43921,0.967167268563375
"350","Sent_EA_Ro_03_R2.fastq.gz",45412,43921,43921,43921,43921,0.967167268563375
"351","Sent_EA_Ro_04_R1.fastq.gz",65410,63222,63222,63222,63221,0.966534169087296
"352","Sent_EA_Ro_04_R2.fastq.gz",65410,63222,63222,63222,63221,0.966534169087296
"353","Sent_EA_Ro_05_R1.fastq.gz",56317,53793,53793,53793,53793,0.955182271782943
"354","Sent_EA_Ro_05_R2.fastq.gz",56317,53793,53793,53793,53793,0.955182271782943
"355","Sent_EA_Ro_06_R1.fastq.gz",54412,53281,53281,53281,53281,0.979214143938837
"356","Sent_EA_Ro_06_R2.fastq.gz",54412,53281,53281,53281,53281,0.979214143938837
"357","Sent_EA_Ro_07_R1.fastq.gz",70102,68181,68181,68181,68181,0.972597072836724
"358","Sent_EA_Ro_07_R2.fastq.gz",70102,68181,68181,68181,68181,0.972597072836724
"359","Sent_EA_Ro_08_R1.fastq.gz",62568,61245,61245,61245,61245,0.97885500575374
"360","Sent_EA_Ro_08_R2.fastq.gz",62568,61245,61245,61245,61245,0.97885500575374
"361","Sent_EA_Ro_09_R1.fastq.gz",47981,46554,46554,46554,46554,0.970259060878264
"362","Sent_EA_Ro_09_R2.fastq.gz",47981,46554,46554,46554,46554,0.970259060878264
"363","Sent_EA_Ro_10_R1.fastq.gz",58712,56546,56546,56546,56546,0.963108052868238
"364","Sent_EA_Ro_10_R2.fastq.gz",58712,56546,56546,56546,56546,0.963108052868238
"365","Sent_EA_So_01_R1.fastq.gz",61416,60094,60094,60094,60094,0.978474664582519
"366","Sent_EA_So_01_R2.fastq.gz",61416,60094,60094,60094,60094,0.978474664582519
"367","Sent_EA_So_02_R1.fastq.gz",78756,76799,76799,76799,76799,0.975151099598761
"368","Sent_EA_So_02_R2.fastq.gz",78756,76799,76799,76799,76799,0.975151099598761
"369","Sent_EA_So_03_R1.fastq.gz",95291,92310,92310,92310,92310,0.968716877774396
"370","Sent_EA_So_03_R2.fastq.gz",95291,92310,92310,92310,92310,0.968716877774396
"371","Sent_EA_So_04_R1.fastq.gz",61960,61082,61082,61082,61082,0.985829567462879
"372","Sent_EA_So_04_R2.fastq.gz",61960,61082,61082,61082,61082,0.985829567462879
"373","Sent_EA_So_05_R1.fastq.gz",86385,84541,84541,84541,84541,0.978653701452799
"374","Sent_EA_So_05_R2.fastq.gz",86385,84541,84541,84541,84541,0.978653701452799
"375","Sent_EA_So_06_R1.fastq.gz",83213,81566,81566,81566,81566,0.980207419513778
"376","Sent_EA_So_06_R2.fastq.gz",83213,81566,81566,81566,81566,0.980207419513778
"377","Sent_EA_So_07_R1.fastq.gz",78090,75916,75916,75916,75916,0.972160327826866
"378","Sent_EA_So_07_R2.fastq.gz",78090,75916,75916,75916,75916,0.972160327826866
"379","Sent_EA_So_08_R1.fastq.gz",87019,84384,84384,84384,84384,0.969719256714051
"380","Sent_EA_So_08_R2.fastq.gz",87019,84384,84384,84384,84384,0.969719256714051
"381","Sent_EA_So_09_R1.fastq.gz",82134,79892,79892,79891,79891,0.972690968417464
"382","Sent_EA_So_09_R2.fastq.gz",82134,79892,79892,79891,79891,0.972690968417464
"383","Sent_EA_So_10_R1.fastq.gz",73117,71006,71006,71006,71006,0.971128465336379
"384","Sent_EA_So_10_R2.fastq.gz",73117,71006,71006,71006,71006,0.971128465336379
