"CY01_EA_Le"	"CY01_EA_Rh"	"CY01_EA_Ro"	"CY01_EA_So"	"CY02_EA_Le"	"CY02_EA_Rh"	"CY02_EA_Ro"	"CY02_EA_So"	"CY03_EA_Le"	"CY03_EA_Rh"	"CY03_EA_Ro"	"CY03_EA_So"	"CY04_EA_Le"	"CY04_EA_Rh"	"CY04_EA_Ro"	"CY04_EA_So"	"CY05_EA_Le"	"CY05_EA_Rh"	"CY05_EA_Ro"	"CY05_EA_So"	"CY06_EA_Le"	"CY06_EA_Rh"	"CY06_EA_Ro"	"CY06_EA_So"	"CY07_EA_Rh"	"CY07_EA_Ro"	"CY07_EA_So"	"CY08_EA_Le"	"CY08_EA_Rh"	"CY08_EA_Ro"	"CY08_EA_So"	"CY09_EA_Le"	"CY09_EA_Rh"	"CY09_EA_Ro"	"CY09_EA_So"	"CY10_EA_Le"	"CY10_EA_Rh"	"CY10_EA_Ro"	"CY10_EA_So"	"MShoal_EA_Le_01"	"MShoal_EA_Le_02"	"MShoal_EA_Le_03"	"MShoal_EA_Le_04"	"MShoal_EA_Le_05"	"MShoal_EA_Le_06"	"MShoal_EA_Le_07"	"MShoal_EA_Le_08"	"MShoal_EA_Le_09"	"MShoal_EA_Le_10"	"MShoal_EA_Rh_01"	"MShoal_EA_Rh_02"	"MShoal_EA_Rh_03"	"MShoal_EA_Rh_04"	"MShoal_EA_Rh_05"	"MShoal_EA_Rh_06"	"MShoal_EA_Rh_07"	"MShoal_EA_Rh_08"	"MShoal_EA_Rh_09"	"MShoal_EA_Rh_10"	"Mshoal_EA_Ro_01"	"Mshoal_EA_Ro_02"	"Mshoal_EA_Ro_03"	"Mshoal_EA_Ro_04"	"Mshoal_EA_Ro_05"	"Mshoal_EA_Ro_06"	"Mshoal_EA_Ro_07"	"Mshoal_EA_Ro_08"	"Mshoal_EA_Ro_09"	"Mshoal_EA_Ro_10"	"Mshoal_EA_So_01"	"Mshoal_EA_So_02"	"Mshoal_EA_So_03"	"Mshoal_EA_So_04"	"Mshoal_EA_So_05"	"Mshoal_EA_So_06"	"Mshoal_EA_So_07"	"Mshoal_EA_So_08"	"Mshoal_EA_So_09"	"Mshoal_EA_So_10"	"PD_EA_Le_01"	"PD_EA_Le_02"	"PD_EA_Le_03"	"PD_EA_Le_04"	"PD_EA_Le_05"	"PD_EA_Le_06"	"PD_EA_Le_07"	"PD_EA_Le_08"	"PD_EA_Le_09"	"PD_EA_Le_10"	"PD_EA_Rh_01"	"PD_EA_Rh_02"	"PD_EA_Rh_03"	"PD_EA_Rh_04"	"PD_EA_Rh_05"	"PD_EA_Rh_06"	"PD_EA_Rh_07"	"PD_EA_Rh_08"	"PD_EA_Rh_09"	"PD_EA_Rh_10"	"PD_EA_Ro_01"	"PD_EA_Ro_02"	"PD_EA_Ro_03"	"PD_EA_Ro_04"	"PD_EA_Ro_05"	"PD_EA_Ro_06"	"PD_EA_Ro_07"	"PD_EA_Ro_08"	"PD_EA_Ro_09"	"PD_EA_Ro_10"	"PD_EA01_So"	"PD_EA02_So"	"PD_EA03_So"	"PD_EA04_So"	"PD_EA05_So"	"PD_EA06_So"	"PD_EA07_So"	"PD_EA08_So"	"PD_EA09_So"	"PD_EA10_So"	"Sem_EA_Le_01"	"Sem_EA_Le_02"	"Sem_EA_Le_03"	"Sem_EA_Le_04"	"Sem_EA_Le_05"	"Sem_EA_Le_06"	"Sem_EA_Le_07"	"Sem_EA_Le_08"	"Sem_EA_Le_09"	"Sem_EA_Le_10"	"Sem_EA_Rh_01"	"Sem_EA_Rh_02"	"Sem_EA_Rh_03"	"Sem_EA_Rh_04"	"Sem_EA_Rh_05"	"Sem_EA_Rh_06"	"Sem_EA_Rh_07"	"Sem_EA_Rh_08"	"Sem_EA_Rh_09"	"Sem_EA_Rh_10"	"Sem_EA_Ro_01"	"Sem_EA_Ro_02"	"Sem_EA_Ro_03"	"Sem_EA_Ro_04"	"Sem_EA_Ro_05"	"Sem_EA_Ro_06"	"Sent_EA_Le_01"	"Sent_EA_Le_02"	"Sent_EA_Le_03"	"Sent_EA_Le_04"	"Sent_EA_Le_05"	"Sent_EA_Le_06"	"Sent_EA_Le_07"	"Sent_EA_Le_09"	"Sent_EA_Le_10"	"Sent_EA_Rh_01"	"Sent_EA_Rh_02"	"Sent_EA_Rh_03"	"Sent_EA_Rh_04"	"Sent_EA_Rh_05"	"Sent_EA_Rh_06"	"Sent_EA_Rh_07"	"Sent_EA_Rh_08"	"Sent_EA_Rh_10"	"Sent_EA_Ro_01"	"Sent_EA_Ro_02"	"Sent_EA_Ro_03"	"Sent_EA_Ro_04"	"Sent_EA_Ro_05"	"Sent_EA_Ro_06"	"Sent_EA_Ro_07"	"Sent_EA_Ro_08"	"Sent_EA_Ro_09"	"Sent_EA_Ro_10"	"Sent_EA_So_01"	"Sent_EA_So_02"	"Sent_EA_So_03"	"Sent_EA_So_04"	"Sent_EA_So_05"	"Sent_EA_So_06"	"Sent_EA_So_07"	"Sent_EA_So_08"	"Sent_EA_So_09"	"Sent_EA_So_10"	"Per_EA_Le_01"	"Per_EA_Le_02"	"Per_EA_Le_03"	"Per_EA_Le_04"	"Per_EA_Le_05"	"Per_EA_Le_06"	"Per_EA_Le_07"	"Per_EA_Le_08"	"Per_EA_Le_09"	"Per_EA_Le_10"	"Per_EA_Rh_01"	"Per_EA_Rh_02"	"Per_EA_Rh_03"	"Per_EA_Rh_04"	"Per_EA_Rh_05"	"Per_EA_Rh_06"	"Per_EA_Rh_07"	"Per_EA_Rh_08"	"Per_EA_Rh_09"	"Per_EA_Rh_10"	"Per_EA_Ro_01"	"Per_EA_Ro_02"	"Per_EA_Ro_03"	"Per_EA_Ro_04"	"Per_EA_Ro_05"	"Per_EA_Ro_06"	"Per_EA_Ro_07"	"Per_EA_Ro_08"	"Per_EA_Ro_09"	"Per_EA_Ro_10"	"Per_EA_So_01"	"Per_EA_So_02"	"Per_EA_So_03"	"Per_EA_So_04"	"Per_EA_So_05"	"Per_EA_So_06"	"Per_EA_So_07"	"Per_EA_So_08"	"Per_EA_So_09"	"Per_EA_So_10"	"Sem_EA_Ro_07"	"Sem_EA_Ro_08"	"Sem_EA_Ro_09"	"Sem_EA_Ro_10"	"Sem_EA_So_01"	"Sem_EA_So_02"	"Sem_EA_So_03"	"Sem_EA_So_04"	"Sem_EA_So_05"	"Sem_EA_So_06"	"Sem_EA_So_07"	"Sem_EA_So_08"	"Sem_EA_So_09"	"Sem_EA_So_10"
"648"	0	0	0	54	0	0	0	64	0	0	0	42	0	0	0	35	0	0	0	0	0	0	0	287	0	0	75	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	20	39	23	0	39	26	0	22	0
"649"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	29	74	36	78	30	112	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	44	64	38	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	45	0	0	0
"652"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	66	77	67	0	54	52	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	63	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	90	79	125	0	0	96	0	73	0
"656"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	12	0	172	35	12	25	0	0	0	0	25	0	0	23	69	40	29	39	0	0	0	37	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	2533	0	0	278	25	0	0	260	0	0	18	0	34	0	0	0	0	0	0	0	0	0	11
"658"	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	97	47	67	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	17	38	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	24	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"660"	0	0	0	17	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	109	14	23	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	14	0	0	0	0	0	0	77	8	0	81	13	15	21	26	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	26	0	0	10	37	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	8	0	0	37	0	0	84	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"664"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	29	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	66	80	40	34	38	35	81	58	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"665"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	50	61	58	17	80	65	85	79	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	15	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0
"666"	0	0	0	12	0	0	0	76	0	0	0	97	0	0	0	84	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	38	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	48	62	32	20	0	22	26	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"667"	0	0	0	0	0	17	0	0	0	18	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	11	9	0	16	0	34	42	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	4	0	0	0	10	0	0	0	0	0	0	0	0	0	6	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	6	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"668"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	12	52	50	67	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	15	0	21	90	29	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	45	75	0	74	33	33	0	0
"669"	0	0	26	0	0	0	0	29	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	92	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	36	0	0	0	0	0	0
"670"	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	44	132	200	0	403	0	40	324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"671"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	62	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	23	26	42	37	58	39	68	65	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	86	0
"672"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	81	122	9	16	0	50	184	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	16	26	0	18	21	0	0	11	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0
"673"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	64	51	72	138	69	35	50	13	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	19	24	0	0	13	0	0	0
"674"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	43	72	94	77	0	98	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	55	0	29	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	91	108	188	79	123	91	104	141	34
"675"	0	0	0	0	0	0	0	67	0	0	0	45	0	0	0	75	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	71	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	45	0	31	52	38	16	34	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	9	101	30	56	102	117	124	142	214	53	131	0	0	0	0	31	0	31	34	0	0	0	0	25	0
"678"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	85	116	0	0	94	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	115	286	275	0	191	221	0	168	100
"679"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	25	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	132	76	90	32	37	37	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	27	0	26
"680"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	137	41	0	92	79	76	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	25	0	30	0	0	0	0	0	0
"682"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	36	76	0	51	16	72	9	88	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
